Annee,country,Eight Regions,Four Regions,Geo,Members Oecd G77,Six Regions,UN member since,World bank income group 2017,World bank region,CO2 par habitant,Latitude,Longitude
1982,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.485,-12.5,18.5
1983,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.515,-12.5,18.5
1984,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.487,-12.5,18.5
1985,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.443,-12.5,18.5
1986,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.427,-12.5,18.5
1987,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.518,-12.5,18.5
1988,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.446,-12.5,18.5
1989,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.424,-12.5,18.5
1990,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.42,-12.5,18.5
1991,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.405,-12.5,18.5
1992,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.401,-12.5,18.5
1993,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.431,-12.5,18.5
1994,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.281,-12.5,18.5
1995,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.769,-12.5,18.5
1996,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.712,-12.5,18.5
1997,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.489,-12.5,18.5
1998,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.471,-12.5,18.5
1999,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.574,-12.5,18.5
2000,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.58,-12.5,18.5
2001,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.573,-12.5,18.5
2002,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.721,-12.5,18.5
2003,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.498,-12.5,18.5
2004,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.996,-12.5,18.5
2005,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,0.98,-12.5,18.5
2006,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,1.1,-12.5,18.5
2007,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,1.2,-12.5,18.5
2008,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,1.18,-12.5,18.5
2009,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,1.23,-12.5,18.5
2010,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,1.24,-12.5,18.5
2011,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,1.25,-12.5,18.5
2012,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,1.33,-12.5,18.5
2013,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,1.25,-12.5,18.5
2014,Angola,africa_sub_saharan,africa,ago,g77,sub_saharan_africa,01/12/1976,Lower middle income,Sub-Saharan Africa,1.29,-12.5,18.5
1960,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,0.663,17.05,-61.8
1961,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,0.849,17.05,-61.8
1962,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,1.8,17.05,-61.8
1963,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,1.45,17.05,-61.8
1964,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,1.54,17.05,-61.8
1965,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,2.47,17.05,-61.8
1966,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,5.61,17.05,-61.8
1967,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,8.91,17.05,-61.8
1968,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,15.3,17.05,-61.8
1969,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,19.1,17.05,-61.8
1970,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,6.89,17.05,-61.8
1971,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,6.24,17.05,-61.8
1972,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,5.41,17.05,-61.8
1973,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,4.71,17.05,-61.8
1974,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,6.05,17.05,-61.8
1975,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,9.88,17.05,-61.8
1976,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,5.58,17.05,-61.8
1977,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,6.39,17.05,-61.8
1978,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,6.7,17.05,-61.8
1979,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,5.54,17.05,-61.8
1980,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,1.95,17.05,-61.8
1981,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,1.46,17.05,-61.8
1982,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,4.05,17.05,-61.8
1983,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,1.18,17.05,-61.8
1984,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,2.07,17.05,-61.8
1985,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,3.57,17.05,-61.8
1986,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,3.62,17.05,-61.8
1987,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,4.05,17.05,-61.8
1988,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,4.27,17.05,-61.8
1989,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,4.29,17.05,-61.8
1990,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,4.23,17.05,-61.8
1991,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,3.98,17.05,-61.8
1992,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,3.86,17.05,-61.8
1993,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,3.88,17.05,-61.8
1994,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,3.73,17.05,-61.8
1995,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,3.74,17.05,-61.8
1996,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,3.88,17.05,-61.8
1997,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,3.96,17.05,-61.8
1998,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,4.0,17.05,-61.8
1999,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,4.03,17.05,-61.8
2000,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,4.12,17.05,-61.8
2001,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,4.1,17.05,-61.8
2002,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,4.29,17.05,-61.8
2003,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,4.62,17.05,-61.8
2004,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,4.78,17.05,-61.8
2005,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,4.81,17.05,-61.8
2006,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,4.91,17.05,-61.8
2007,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,5.14,17.05,-61.8
2008,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,5.19,17.05,-61.8
2009,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,5.45,17.05,-61.8
2010,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,5.54,17.05,-61.8
2011,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,5.36,17.05,-61.8
2012,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,5.42,17.05,-61.8
2013,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,5.36,17.05,-61.8
2014,Antigua and Barbuda,america_north,americas,atg,g77,america,11/11/1981,High income,Latin America & Caribbean,5.38,17.05,-61.8
1960,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.37,-34.0,-64.0
1961,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.44,-34.0,-64.0
1962,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.52,-34.0,-64.0
1963,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.32,-34.0,-64.0
1964,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.54,-34.0,-64.0
1965,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.64,-34.0,-64.0
1966,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.79,-34.0,-64.0
1967,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.86,-34.0,-64.0
1968,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.97,-34.0,-64.0
1969,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.28,-34.0,-64.0
1970,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.45,-34.0,-64.0
1971,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.65,-34.0,-64.0
1972,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.64,-34.0,-64.0
1973,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.73,-34.0,-64.0
1974,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.73,-34.0,-64.0
1975,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.64,-34.0,-64.0
1976,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.77,-34.0,-64.0
1977,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.75,-34.0,-64.0
1978,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.76,-34.0,-64.0
1979,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,4.0,-34.0,-64.0
1980,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.87,-34.0,-64.0
1981,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.57,-34.0,-64.0
1982,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.57,-34.0,-64.0
1983,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.57,-34.0,-64.0
1984,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.56,-34.0,-64.0
1985,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.31,-34.0,-64.0
1986,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.38,-34.0,-64.0
1987,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.67,-34.0,-64.0
1988,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.82,-34.0,-64.0
1989,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.63,-34.0,-64.0
1990,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.43,-34.0,-64.0
1991,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.53,-34.0,-64.0
1992,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.61,-34.0,-64.0
1993,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.46,-34.0,-64.0
1994,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.54,-34.0,-64.0
1995,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.66,-34.0,-64.0
1996,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.81,-34.0,-64.0
1997,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.85,-34.0,-64.0
1998,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.86,-34.0,-64.0
1999,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,4.01,-34.0,-64.0
2000,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.84,-34.0,-64.0
2001,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.57,-34.0,-64.0
2002,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.29,-34.0,-64.0
2003,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.53,-34.0,-64.0
2004,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,4.07,-34.0,-64.0
2005,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,4.14,-34.0,-64.0
2006,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,4.43,-34.0,-64.0
2007,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,4.38,-34.0,-64.0
2008,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,4.68,-34.0,-64.0
2009,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,4.41,-34.0,-64.0
2010,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,4.56,-34.0,-64.0
2011,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,4.6,-34.0,-64.0
2012,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,4.57,-34.0,-64.0
2013,Argentina,america_south,americas,arg,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,4.46,-34.0,-64.0
